,losses,errors
0,0.7288397550582886,49.0
1,0.7172914743423462,353.0
2,0.6684525609016418,91.0
3,0.7165903449058533,83.0
4,0.6670404076576233,87.0
5,0.695764422416687,101.0
6,0.6677538752555847,37.0
7,0.6870025396347046,70.0
8,0.6589560508728027,23.0
9,0.6831544041633606,36.0
10,0.6779239773750305,156.0
11,0.6734432578086853,42.0
12,0.6588472127914429,70.0
13,0.6974110007286072,30.0
14,0.648939311504364,33.0
15,0.6404895782470703,127.0
16,0.6809471845626831,12.0
17,0.6452147364616394,78.0
18,0.6402708292007446,218.0
19,0.629359781742096,106.0
20,0.6598818302154541,147.0
21,0.6163201332092285,244.0
22,0.6759965419769287,112.0
23,0.656532347202301,83.0
24,0.6344217658042908,23.0
25,0.6529231071472168,87.0
26,0.65971440076828,80.0
27,0.6230921149253845,129.0
28,0.6237305998802185,270.0
29,0.7262095808982849,12.0
30,0.6677324175834656,52.0
31,0.6399210691452026,104.0
32,0.6322539448738098,96.0
33,0.6327820420265198,213.0
34,0.6628791093826294,42.0
35,0.6531602740287781,191.0
36,0.6575177311897278,101.0
37,0.6238265037536621,207.0
38,0.6493745446205139,173.0
39,0.6815018653869629,131.0
40,0.7079857587814331,19.0
41,0.6124514937400818,35.0
42,0.6626189351081848,40.0
43,0.6262431740760803,77.0
44,0.6899805068969727,18.0
45,0.6452662348747253,26.0
46,0.6600207686424255,99.0
47,0.7103354930877686,13.0
48,0.6519495844841003,44.0
49,0.6273761987686157,92.0
50,0.6866092681884766,124.0
51,0.6470755338668823,195.0
52,0.6230068802833557,148.0
53,0.6522541642189026,157.0
54,0.626851499080658,64.0
55,0.6548050045967102,39.0
56,0.6875516772270203,249.0
57,0.6149516105651855,127.0
58,0.6331397891044617,98.0
59,0.6646206974983215,122.0
60,0.6465692520141602,52.0
61,0.7116230726242065,18.0
62,0.6643485426902771,168.0
63,0.6444636583328247,260.0
64,0.63606858253479,285.0
65,0.6427345871925354,166.0
66,0.693312406539917,40.0
67,0.641709566116333,274.0
68,0.6691915988922119,78.0
69,0.6295769214630127,208.0
70,0.6454759240150452,90.0
71,0.680025577545166,15.0
72,0.6469139456748962,41.0
73,0.6763854026794434,24.0
74,0.6908559203147888,21.0
75,0.6314272880554199,131.0
76,0.6316403150558472,92.0
77,0.6267440915107727,91.0
78,0.6636505126953125,36.0
79,0.6735610365867615,36.0
80,0.6359438896179199,295.0
81,0.6648187637329102,15.0
82,0.6439929604530334,39.0
83,0.6386837363243103,225.0
84,0.6351300477981567,121.0
85,0.7128325700759888,14.0
86,0.6191087961196899,129.0
87,0.6442356705665588,166.0
88,0.6375063061714172,81.0
89,0.6642604470252991,33.0
90,0.6930186748504639,22.0
91,0.6423845887184143,341.0
92,0.6315708160400391,124.0
93,0.6509473919868469,60.0
94,0.6361981630325317,252.0
95,0.6304647922515869,250.0
96,0.6516669392585754,37.0
97,0.6394021511077881,36.0
98,0.6775760650634766,45.0
99,0.6246957182884216,122.0
100,0.6403186321258545,85.0
101,0.7345107197761536,9.0
102,0.6366455554962158,179.0
103,0.6247333884239197,228.0
104,0.6293358206748962,299.0
105,0.6324954628944397,76.0
106,0.6200165748596191,210.0
107,0.6508999466896057,15.0
108,0.640733003616333,94.0
109,0.6366442441940308,147.0
110,0.6303305625915527,130.0
111,0.6303531527519226,52.0
112,0.6353688836097717,95.0
113,0.6757485866546631,30.0
114,0.6282213926315308,250.0
115,0.6621765494346619,74.0
116,0.6970436573028564,9.0
117,0.6027755737304688,107.0
118,0.6371452808380127,128.0
119,0.6161561012268066,46.0
120,0.609298050403595,28.0
121,0.6318623423576355,264.0
122,0.625923752784729,46.0
123,0.6124334335327148,235.0
124,0.6024416089057922,258.0
125,0.6595510840415955,33.0
126,0.6446249485015869,117.0
127,0.6527812480926514,135.0
128,0.6805216670036316,103.0
129,0.6267651319503784,169.0
130,0.6090547442436218,103.0
131,0.6234579086303711,122.0
132,0.6273648738861084,245.0
133,0.6334090232849121,59.0
134,0.6306116580963135,26.0
135,0.6190680861473083,82.0
136,0.6239739060401917,162.0
137,0.6529785990715027,202.0
138,0.6631605625152588,78.0
139,0.6670135259628296,36.0
140,0.639848530292511,75.0
141,0.6331769227981567,76.0
142,0.5951550602912903,13.0
143,0.6342483162879944,142.0
144,0.6655331254005432,12.0
145,0.6254076361656189,241.0
146,0.6537283062934875,147.0
147,0.6309214234352112,105.0
148,0.5840984582901001,57.0
149,0.645372748374939,176.0
150,0.6339207887649536,41.0
151,0.6696615219116211,121.0
152,0.6011219024658203,157.0
153,0.6787911057472229,10.0
154,0.6750800609588623,25.0
155,0.6485673189163208,35.0
156,0.6731790900230408,25.0
157,0.6196513175964355,49.0
158,0.6291930675506592,82.0
159,0.6691292524337769,113.0
160,0.6634985208511353,121.0
161,0.6779582500457764,41.0
162,0.6203848123550415,237.0
163,0.6439748406410217,20.0
164,0.6456353664398193,160.0
165,0.6589824557304382,251.0
166,0.6560587286949158,27.0
167,0.6297136545181274,276.0
168,0.657918393611908,45.0
169,0.6670132875442505,12.0
170,0.6462719440460205,256.0
171,0.6798510551452637,27.0
172,0.6377785801887512,26.0
173,0.6305536031723022,294.0
174,0.6222460269927979,24.0
175,0.6234254837036133,186.0
176,0.6470141410827637,116.0
177,0.6492955088615417,135.0
178,0.6460525989532471,102.0
179,0.6607897877693176,57.0
180,0.638721764087677,176.0
181,0.6555011868476868,40.0
182,0.6585174798965454,7.0
183,0.6595903635025024,13.0
184,0.636009693145752,74.0
185,0.6449618935585022,290.0
186,0.6303407549858093,33.0
187,0.6476890444755554,19.0
188,0.6152374744415283,57.0
189,0.6482734084129333,18.0
190,0.6494134068489075,40.0
191,0.6332967877388,328.0
192,0.6774201393127441,13.0
193,0.6474592685699463,270.0
194,0.610369861125946,181.0
195,0.6133617162704468,22.0
196,0.6621653437614441,36.0
197,0.6461500525474548,23.0
198,0.6181786060333252,39.0
199,0.6579789519309998,31.0
200,0.6491553783416748,33.0
201,0.6336550116539001,221.0
202,0.665233314037323,181.0
203,0.6696147322654724,42.0
204,0.6381652355194092,113.0
205,0.664677619934082,64.0
206,0.6260615587234497,103.0
207,0.6449536085128784,220.0
208,0.6843916773796082,26.0
209,0.671660304069519,19.0
210,0.6599316596984863,130.0
211,0.6250746250152588,241.0
212,0.6677829623222351,36.0
213,0.6166836619377136,147.0
214,0.6927275657653809,10.0
215,0.6506286263465881,40.0
216,0.6264424324035645,55.0
217,0.6736513376235962,67.0
218,0.6162974834442139,95.0
219,0.6294631958007812,296.0
220,0.6592960953712463,17.0
221,0.6285550594329834,108.0
222,0.6285801529884338,15.0
223,0.6218202114105225,101.0
224,0.6873417496681213,11.0
225,0.64299076795578,30.0
226,0.6278493404388428,273.0
227,0.6622200012207031,192.0
228,0.6538693308830261,115.0
229,0.6387383341789246,136.0
230,0.6467678546905518,273.0
231,0.6102452278137207,179.0
232,0.6487966775894165,49.0
233,0.6475773453712463,6.0
234,0.6362118721008301,37.0
235,0.6342225670814514,153.0
236,0.6301183104515076,25.0
237,0.6594420075416565,17.0
238,0.6604931354522705,29.0
239,0.6157799363136292,149.0
240,0.6464085578918457,141.0
241,0.6389456987380981,235.0
242,0.6426340937614441,87.0
243,0.6461759209632874,134.0
244,0.5751276016235352,43.0
245,0.6217432022094727,20.0
246,0.7512263059616089,23.0
247,0.7007688283920288,5.0
248,0.6544322967529297,62.0
249,0.652930736541748,143.0
250,0.6478390097618103,91.0
251,0.6366724371910095,52.0
252,0.6740376949310303,212.0
253,0.6351867914199829,185.0
254,0.6308119297027588,22.0
255,0.678746223449707,4.0
